ts,DE_heat_demand_total,hourly_heat_load_profile_500kW,consumer1,consumer2
3/16/2019 12:00,183278,581.4856757,581.4856757,581.4856757
3/16/2019 13:00,179701,570.1369363,570.1369363,570.1369363
3/16/2019 14:00,179704,570.1464544,570.1464544,570.1464544
3/16/2019 15:00,181070,574.4803593,574.4803593,574.4803593
3/16/2019 16:00,189434,601.0168023,601.0168023,601.0168023
3/16/2019 17:00,194525,617.1690059,617.1690059,617.1690059
3/16/2019 18:00,194496,617.0769977,617.0769977,617.0769977
3/16/2019 19:00,192410,610.4587504,610.4587504,610.4587504
3/16/2019 20:00,186651,592.1871848,592.1871848,592.1871848
3/16/2019 21:00,170431,540.7260293,540.7260293,540.7260293
3/16/2019 22:00,141567,449.149285,449.149285,449.149285
3/16/2019 23:00,118926,377.316238,377.316238,377.316238
3/17/2019 0:00,100152,317.7520127,317.7520127,317.7520127
3/17/2019 1:00,102906,326.489622,326.489622,326.489622
3/17/2019 2:00,103632,328.7930005,328.7930005,328.7930005
3/17/2019 3:00,111477,353.6828134,353.6828134,353.6828134
3/17/2019 4:00,131147,416.0897757,416.0897757,416.0897757
3/17/2019 5:00,178410,566.0409836,566.0409836,566.0409836
3/17/2019 6:00,199234,632.109239,632.109239,632.109239
3/17/2019 7:00,188272,597.3301276,597.3301276,597.3301276
3/17/2019 8:00,184771,586.2225132,586.2225132,586.2225132
3/17/2019 9:00,178281,565.6317056,565.6317056,565.6317056
3/17/2019 10:00,171001,542.5344669,542.5344669,542.5344669
3/17/2019 11:00,166714,528.9331122,528.9331122,528.9331122
3/17/2019 12:00,162046,514.1229597,514.1229597,514.1229597
3/17/2019 13:00,160057,507.8124641,507.8124641,507.8124641
3/17/2019 14:00,162457,515.4269384,515.4269384,515.4269384
3/17/2019 15:00,165523,525.1544293,525.1544293,525.1544293
3/17/2019 16:00,171696,544.7394918,544.7394918,544.7394918
3/17/2019 17:00,178272,565.6031514,565.6031514,565.6031514
3/17/2019 18:00,179083,568.1762091,568.1762091,568.1762091
3/17/2019 19:00,177100,561.8847497,561.8847497,561.8847497
3/17/2019 20:00,172326,546.7382913,546.7382913,546.7382913
3/17/2019 21:00,157458,499.566623,499.566623,499.566623
3/17/2019 22:00,127479,404.4523208,404.4523208,404.4523208
3/17/2019 23:00,106536,338.0065144,338.0065144,338.0065144
3/18/2019 0:00,90775,288.0016271,288.0016271,288.0016271
3/18/2019 1:00,93615,297.0120884,297.0120884,297.0120884
3/18/2019 2:00,95895,304.2458389,304.2458389,304.2458389
3/18/2019 3:00,103382,327.9998261,327.9998261,327.9998261
3/18/2019 4:00,118949,377.38921,377.38921,377.38921
3/18/2019 5:00,160729,509.9445169,509.9445169,509.9445169
3/18/2019 6:00,190559,604.5860871,604.5860871,604.5860871
3/18/2019 7:00,184029,583.8683716,583.8683716,583.8683716
3/18/2019 8:00,180246,571.8660565,571.8660565,571.8660565
3/18/2019 9:00,173998,552.0430417,552.0430417,552.0430417
3/18/2019 10:00,166478,528.1843556,528.1843556,528.1843556
3/18/2019 11:00,159514,506.0896893,506.0896893,506.0896893
3/18/2019 12:00,155226,492.4851619,492.4851619,492.4851619
3/18/2019 13:00,154046,488.7413787,488.7413787,488.7413787
3/18/2019 14:00,154988,491.7300598,491.7300598,491.7300598
3/18/2019 15:00,156900,497.7962577,497.7962577,497.7962577
3/18/2019 16:00,162902,516.8387888,516.8387888,516.8387888
3/18/2019 17:00,168103,533.3399892,533.3399892,533.3399892
3/18/2019 18:00,168873,535.7829664,535.7829664,535.7829664
3/18/2019 19:00,166899,529.5200613,529.5200613,529.5200613
3/18/2019 20:00,160094,507.9298539,507.9298539,507.9298539
3/18/2019 21:00,145765,462.4682696,462.4682696,462.4682696
3/18/2019 22:00,116799,370.5679101,370.5679101,370.5679101
3/18/2019 23:00,96223,305.2864838,305.2864838,305.2864838
3/19/2019 0:00,90711,287.7985744,287.7985744,287.7985744
3/19/2019 1:00,93958,298.1003236,298.1003236,298.1003236
3/19/2019 2:00,96143,305.032668,305.032668,305.032668
3/19/2019 3:00,103201,327.4255678,327.4255678,327.4255678
3/19/2019 4:00,118320,375.3935832,375.3935832,375.3935832
3/19/2019 5:00,159745,506.8225824,506.8225824,506.8225824
3/19/2019 6:00,189498,601.2198549,601.2198549,601.2198549
3/19/2019 7:00,183742,582.9578074,582.9578074,582.9578074
3/19/2019 8:00,180293,572.0151733,572.0151733,572.0151733
3/19/2019 9:00,173383,550.0918327,550.0918327,550.0918327
3/19/2019 10:00,165567,525.294028,525.294028,525.294028
3/19/2019 11:00,158868,504.0401266,504.0401266,504.0401266
3/19/2019 12:00,154758,491.0003394,491.0003394,491.0003394
3/19/2019 13:00,153097,485.7304886,485.7304886,485.7304886
3/19/2019 14:00,154510,490.2135104,490.2135104,490.2135104
3/19/2019 15:00,156793,497.456779,497.456779,497.456779
3/19/2019 16:00,162898,516.826098,516.826098,516.826098
3/19/2019 17:00,166676,528.8125497,528.8125497,528.8125497
3/19/2019 18:00,166515,528.3017454,528.3017454,528.3017454
3/19/2019 19:00,164671,522.4512909,522.4512909,522.4512909
3/19/2019 20:00,159428,505.8168373,505.8168373,505.8168373
3/19/2019 21:00,144263,457.7028778,457.7028778,457.7028778
3/19/2019 22:00,115640,366.8907536,366.8907536,366.8907536
3/19/2019 23:00,95657,303.4907369,303.4907369,303.4907369
3/20/2019 0:00,91537,290.4192227,290.4192227,290.4192227
3/20/2019 1:00,94800,300.771735,300.771735,300.771735
3/20/2019 2:00,97099,308.0657669,308.0657669,308.0657669
3/20/2019 3:00,104334,331.0202342,331.0202342,331.0202342
3/20/2019 4:00,119799,380.086003,380.086003,380.086003
3/20/2019 5:00,161959,513.846935,513.846935,513.846935
3/20/2019 6:00,192196,609.7797931,609.7797931,609.7797931
3/20/2019 7:00,186370,591.2956568,591.2956568,591.2956568
3/20/2019 8:00,182648,579.4868762,579.4868762,579.4868762
3/20/2019 9:00,175537,556.9258234,556.9258234,556.9258234
3/20/2019 10:00,167674,531.9789019,531.9789019,531.9789019
3/20/2019 11:00,160829,510.2617867,510.2617867,510.2617867
3/20/2019 12:00,156741,497.2917988,497.2917988,497.2917988
3/20/2019 13:00,155106,492.1044381,492.1044381,492.1044381
3/20/2019 14:00,156417,496.2638447,496.2638447,496.2638447
3/20/2019 15:00,158784,503.77362,503.77362,503.77362
3/20/2019 16:00,165037,523.6124983,523.6124983,523.6124983
3/20/2019 17:00,168875,535.7893118,535.7893118,535.7893118
3/20/2019 18:00,168826,535.6338496,535.6338496,535.6338496
3/20/2019 19:00,166995,529.8246402,529.8246402,529.8246402
3/20/2019 20:00,161718,513.0823148,513.0823148,513.0823148
3/20/2019 21:00,146302,464.1720082,464.1720082,464.1720082
3/20/2019 22:00,117087,371.4816471,371.4816471,371.4816471
3/20/2019 23:00,96657,306.6634345,306.6634345,306.6634345
3/21/2019 0:00,95815,303.9920231,303.9920231,303.9920231
3/21/2019 1:00,99152,314.5793151,314.5793151,314.5793151
3/21/2019 2:00,101461,321.9050739,321.9050739,321.9050739
3/21/2019 3:00,108806,345.208538,345.208538,345.208538
3/21/2019 4:00,124474,394.9183644,394.9183644,394.9183644
3/21/2019 5:00,167549,531.5823147,531.5823147,531.5823147
3/21/2019 6:00,198715,630.462609,630.462609,630.462609
3/21/2019 7:00,192629,611.1535712,611.1535712,611.1535712
3/21/2019 8:00,189349,600.747123,600.747123,600.747123
3/21/2019 9:00,182055,577.6054665,577.6054665,577.6054665
3/21/2019 10:00,173910,551.7638443,551.7638443,551.7638443
3/21/2019 11:00,166916,529.5739971,529.5739971,529.5739971
3/21/2019 12:00,162622,515.9504335,515.9504335,515.9504335
3/21/2019 13:00,160737,509.9698985,509.9698985,509.9698985
3/21/2019 14:00,162240,514.738463,514.738463,514.738463
3/21/2019 15:00,164579,522.1594028,522.1594028,522.1594028
3/21/2019 16:00,170877,542.1410524,542.1410524,542.1410524
3/21/2019 17:00,174762,554.4669827,554.4669827,554.4669827
3/21/2019 18:00,174544,553.7753346,553.7753346,553.7753346
3/21/2019 19:00,172589,547.5727108,547.5727108,547.5727108
3/21/2019 20:00,166991,529.8119494,529.8119494,529.8119494
3/21/2019 21:00,151105,479.4104749,479.4104749,479.4104749
3/21/2019 22:00,121542,385.616015,385.616015,385.616015
3/21/2019 23:00,100832,319.9094471,319.9094471,319.9094471
3/22/2019 0:00,99626,316.0831738,316.0831738,316.0831738
3/22/2019 1:00,102479,325.1348801,325.1348801,325.1348801
3/22/2019 2:00,105258,333.9518068,333.9518068,333.9518068
3/22/2019 3:00,112014,355.386552,355.386552,355.386552
3/22/2019 4:00,127882,405.7309179,405.7309179,405.7309179
3/22/2019 5:00,171476,544.0414983,544.0414983,544.0414983
3/22/2019 6:00,206344,654.6671192,654.6671192,654.6671192
3/22/2019 7:00,199248,632.1536568,632.1536568,632.1536568
3/22/2019 8:00,196230,622.5784554,622.5784554,622.5784554
3/22/2019 9:00,188680,598.6245883,598.6245883,598.6245883
3/22/2019 10:00,180914,573.9854185,573.9854185,573.9854185
3/22/2019 11:00,173840,551.5417555,551.5417555,551.5417555
3/22/2019 12:00,169220,536.8838924,536.8838924,536.8838924
3/22/2019 13:00,166368,527.8353588,527.8353588,527.8353588
3/22/2019 14:00,168335,534.076055,534.076055,534.076055
3/22/2019 15:00,170441,540.7577562,540.7577562,540.7577562
3/22/2019 16:00,176906,561.2692464,561.2692464,561.2692464
3/22/2019 17:00,180249,571.8755746,571.8755746,571.8755746
3/22/2019 18:00,180794,573.6046948,573.6046948,573.6046948
3/22/2019 19:00,178338,565.8125494,565.8125494,565.8125494
3/22/2019 20:00,172045,545.8467632,545.8467632,545.8467632
3/22/2019 21:00,155777,494.2333182,494.2333182,494.2333182
3/22/2019 22:00,126473,401.260587,401.260587,401.260587
3/22/2019 23:00,105176,333.6916456,333.6916456,333.6916456
3/23/2019 0:00,107310,340.4621824,340.4621824,340.4621824
3/23/2019 1:00,109241,346.5886615,346.5886615,346.5886615
3/23/2019 2:00,112232,356.0782001,356.0782001,356.0782001
3/23/2019 3:00,118842,377.0497314,377.0497314,377.0497314
3/23/2019 4:00,135890,431.1378805,431.1378805,431.1378805
3/23/2019 5:00,182718,579.708965,579.708965,579.708965
3/23/2019 6:00,216203,685.9467451,685.9467451,685.9467451
3/23/2019 7:00,206281,654.4672392,654.4672392,654.4672392
3/23/2019 8:00,201131,638.1278464,638.1278464,638.1278464
3/23/2019 9:00,194814,618.0859155,618.0859155,618.0859155
3/23/2019 10:00,186621,592.0920039,592.0920039,592.0920039
3/23/2019 11:00,181428,575.6161851,575.6161851,575.6161851
3/23/2019 12:00,176494,559.962095,559.962095,559.962095
3/23/2019 13:00,173022,548.9464888,548.9464888,548.9464888
3/23/2019 14:00,173188,549.4731566,549.4731566,549.4731566
3/23/2019 15:00,174306,553.0202326,553.0202326,553.0202326
3/23/2019 16:00,182392,578.6746656,578.6746656,578.6746656
3/23/2019 17:00,187518,594.9379136,594.9379136,594.9379136
3/23/2019 18:00,187961,596.3434187,596.3434187,596.3434187
3/23/2019 19:00,185733,589.2746484,589.2746484,589.2746484
3/23/2019 20:00,179911,570.8032028,570.8032028,570.8032028
3/23/2019 21:00,163983,520.268475,520.268475,520.268475
3/23/2019 22:00,134773,427.5939773,427.5939773,427.5939773
3/23/2019 23:00,112847,358.0294091,358.0294091,358.0294091
3/24/2019 0:00,116971,371.1136141,371.1136141,371.1136141
3/24/2019 1:00,119108,377.893669,377.893669,377.893669
3/24/2019 2:00,120222,381.4280541,381.4280541,381.4280541
3/24/2019 3:00,127378,404.1318783,404.1318783,404.1318783
3/24/2019 4:00,144972,459.9523204,459.9523204,459.9523204
3/24/2019 5:00,194780,617.9780438,617.9780438,617.9780438
3/24/2019 6:00,222520,705.988676,705.988676,705.988676
3/24/2019 7:00,208762,662.338702,662.338702,662.338702
3/24/2019 8:00,204698,649.4448589,649.4448589,649.4448589
3/24/2019 9:00,197633,627.0297501,627.0297501,627.0297501
3/24/2019 10:00,190221,603.5137153,603.5137153,603.5137153
3/24/2019 11:00,185786,589.4428013,589.4428013,589.4428013
3/24/2019 12:00,180397,572.3451338,572.3451338,572.3451338
3/24/2019 13:00,178085,565.0098569,565.0098569,565.0098569
3/24/2019 14:00,179645,569.9592652,569.9592652,569.9592652
3/24/2019 15:00,183503,582.1995327,582.1995327,582.1995327
3/24/2019 16:00,191137,606.4199063,606.4199063,606.4199063
3/24/2019 17:00,197265,625.8621974,625.8621974,625.8621974
3/24/2019 18:00,196858,624.5709095,624.5709095,624.5709095
3/24/2019 19:00,194970,618.5808563,618.5808563,618.5808563
3/24/2019 20:00,189910,602.5270063,602.5270063,602.5270063
3/24/2019 21:00,174941,555.0348956,555.0348956,555.0348956
3/24/2019 22:00,145115,460.4060161,460.4060161,460.4060161
3/24/2019 23:00,122304,388.0336106,388.0336106,388.0336106
3/25/2019 0:00,118442,375.7806523,375.7806523,375.7806523
3/25/2019 1:00,121173,384.4452896,384.4452896,384.4452896
3/25/2019 2:00,123918,393.1543445,393.1543445,393.1543445
3/25/2019 3:00,131657,417.7078515,417.7078515,417.7078515
3/25/2019 4:00,147897,469.2324609,469.2324609,469.2324609
3/25/2019 5:00,193107,612.6701207,612.6701207,612.6701207
3/25/2019 6:00,230426,731.0720234,731.0720234,731.0720234
3/25/2019 7:00,221753,703.5552169,703.5552169,703.5552169
3/25/2019 8:00,219461,696.2833939,696.2833939,696.2833939
3/25/2019 9:00,212913,675.5085699,675.5085699,675.5085699
3/25/2019 10:00,203962,647.1097534,647.1097534,647.1097534
3/25/2019 11:00,195471,620.1703779,620.1703779,620.1703779
3/25/2019 12:00,191269,606.8387024,606.8387024,606.8387024
3/25/2019 13:00,188335,597.5300076,597.5300076,597.5300076
3/25/2019 14:00,188962,599.519289,599.519289,599.519289
3/25/2019 15:00,190399,604.0784555,604.0784555,604.0784555
3/25/2019 16:00,197750,627.4009557,627.4009557,627.4009557
3/25/2019 17:00,202825,643.5023962,643.5023962,643.5023962
3/25/2019 18:00,202916,643.7911117,643.7911117,643.7911117
3/25/2019 19:00,200017,634.5934613,634.5934613,634.5934613
3/25/2019 20:00,191577,607.8158933,607.8158933,607.8158933
3/25/2019 21:00,175067,555.4346555,555.4346555,555.4346555
3/25/2019 22:00,146202,463.8547385,463.8547385,463.8547385
3/25/2019 23:00,123194,390.8573115,390.8573115,390.8573115
3/26/2019 0:00,118287,375.2888842,375.2888842,375.2888842
3/26/2019 1:00,121209,384.5595067,384.5595067,384.5595067
3/26/2019 2:00,124035,393.5255502,393.5255502,393.5255502
3/26/2019 3:00,132011,418.8309864,418.8309864,418.8309864
3/26/2019 4:00,148142,470.0097719,470.0097719,470.0097719
3/26/2019 5:00,194251,616.2996867,616.2996867,616.2996867
3/26/2019 6:00,230085,729.9901335,729.9901335,729.9901335
3/26/2019 7:00,222095,704.6402795,704.6402795,704.6402795
3/26/2019 8:00,222347,705.4397993,705.4397993,705.4397993
3/26/2019 9:00,213551,677.532751,677.532751,677.532751
3/26/2019 10:00,204668,649.3496779,649.3496779,649.3496779
3/26/2019 11:00,197007,625.0436414,625.0436414,625.0436414
3/26/2019 12:00,192314,610.1541714,610.1541714,610.1541714
3/26/2019 13:00,188764,598.8910949,598.8910949,598.8910949
3/26/2019 14:00,190916,605.7187402,605.7187402,605.7187402
3/26/2019 15:00,193016,612.3814052,612.3814052,612.3814052
3/26/2019 16:00,199581,633.2101651,633.2101651,633.2101651
3/26/2019 17:00,203331,645.1077812,645.1077812,645.1077812
3/26/2019 18:00,202526,642.5537596,642.5537596,642.5537596
3/26/2019 19:00,199856,634.0826569,634.0826569,634.0826569
3/26/2019 20:00,192252,609.9574642,609.9574642,609.9574642
3/26/2019 21:00,173879,551.6654907,551.6654907,551.6654907
3/26/2019 22:00,144094,457.1666919,457.1666919,457.1666919
3/26/2019 23:00,122445,388.4809609,388.4809609,388.4809609
3/27/2019 0:00,115707,367.1033243,367.1033243,367.1033243
3/27/2019 1:00,118519,376.0249501,376.0249501,376.0249501
3/27/2019 2:00,121301,384.8513949,384.8513949,384.8513949
3/27/2019 3:00,129327,410.315466,410.315466,410.315466
3/27/2019 4:00,145239,460.7994307,460.7994307,460.7994307
3/27/2019 5:00,190812,605.3887796,605.3887796,605.3887796
3/27/2019 6:00,226012,717.0677361,717.0677361,717.0677361
3/27/2019 7:00,218314,692.6443097,692.6443097,692.6443097
3/27/2019 8:00,218170,692.1874413,692.1874413,692.1874413
3/27/2019 9:00,209513,664.7213979,664.7213979,664.7213979
3/27/2019 10:00,200860,637.2680454,637.2680454,637.2680454
3/27/2019 11:00,193281,613.2221701,613.2221701,613.2221701
3/27/2019 12:00,188776,598.9291672,598.9291672,598.9291672
3/27/2019 13:00,185358,588.0848868,588.0848868,588.0848868
3/27/2019 14:00,187437,594.6809251,594.6809251,594.6809251
3/27/2019 15:00,189556,601.4038714,601.4038714,601.4038714
3/27/2019 16:00,195938,621.6520276,621.6520276,621.6520276
3/27/2019 17:00,199814,633.9494036,633.9494036,633.9494036
3/27/2019 18:00,199063,631.5667077,631.5667077,631.5667077
3/27/2019 19:00,196465,623.3240393,623.3240393,623.3240393
3/27/2019 20:00,189035,599.7508959,599.7508959,599.7508959
3/27/2019 21:00,170926,542.2965146,542.2965146,542.2965146
3/27/2019 22:00,141414,448.6638622,448.6638622,448.6638622
3/27/2019 23:00,119920,380.4698994,380.4698994,380.4698994
3/28/2019 0:00,110268,349.8470219,349.8470219,349.8470219
3/28/2019 1:00,113278,359.3968418,359.3968418,359.3968418
3/28/2019 2:00,115917,367.7695908,367.7695908,367.7695908
3/28/2019 3:00,123622,392.215226,392.215226,392.215226
3/28/2019 4:00,139441,442.4041298,442.4041298,442.4041298
3/28/2019 5:00,184147,584.2427499,584.2427499,584.2427499
3/28/2019 6:00,218186,692.2382045,692.2382045,692.2382045
3/28/2019 7:00,210847,668.9537766,668.9537766,668.9537766
3/28/2019 8:00,210048,666.4187912,666.4187912,666.4187912
3/28/2019 9:00,201804,640.2630719,640.2630719,640.2630719
3/28/2019 10:00,193234,613.0730533,613.0730533,613.0730533
3/28/2019 11:00,185859,589.6744083,589.6744083,589.6744083
3/28/2019 12:00,181337,575.3274696,575.3274696,575.3274696
3/28/2019 13:00,178327,565.7776497,565.7776497,565.7776497
3/28/2019 14:00,180261,571.9136469,571.9136469,571.9136469
3/28/2019 15:00,182410,578.7317741,578.7317741,578.7317741
3/28/2019 16:00,188834,599.1131837,599.1131837,599.1131837
3/28/2019 17:00,192584,611.0107998,611.0107998,611.0107998
3/28/2019 18:00,191961,609.0342092,609.0342092,609.0342092
3/28/2019 19:00,189528,601.3150359,601.3150359,601.3150359
3/28/2019 20:00,182610,579.3663137,579.3663137,579.3663137
3/28/2019 21:00,165182,524.0725394,524.0725394,524.0725394
3/28/2019 22:00,135780,430.7888838,430.7888838,430.7888838
3/28/2019 23:00,114634,363.6990198,363.6990198,363.6990198
3/29/2019 0:00,104837,332.6161011,332.6161011,332.6161011
3/29/2019 1:00,107281,340.3701741,340.3701741,340.3701741
3/29/2019 2:00,110210,349.6630055,349.6630055,349.6630055
3/29/2019 3:00,117092,371.4975105,371.4975105,371.4975105
3/29/2019 4:00,132734,421.1248468,421.1248468,421.1248468
3/29/2019 5:00,176287,559.3053466,559.3053466,559.3053466
3/29/2019 6:00,211991,672.5833427,672.5833427,672.5833427
3/29/2019 7:00,204258,648.0488719,648.0488719,648.0488719
3/29/2019 8:00,202622,642.8583386,642.8583386,642.8583386
3/29/2019 9:00,194883,618.3048316,618.3048316,618.3048316
3/29/2019 10:00,187035,593.4055007,593.4055007,593.4055007
3/29/2019 11:00,179890,570.7365761,570.7365761,570.7365761
3/29/2019 12:00,175371,556.3991556,556.3991556,556.3991556
3/29/2019 13:00,171981,545.6437106,545.6437106,545.6437106
3/29/2019 14:00,174215,552.7315171,552.7315171,552.7315171
3/29/2019 15:00,176153,558.8802051,558.8802051,558.8802051
3/29/2019 16:00,182603,579.3441048,579.3441048,579.3441048
3/29/2019 17:00,185622,588.9224789,588.9224789,588.9224789
3/29/2019 18:00,186140,590.5659363,590.5659363,590.5659363
3/29/2019 19:00,183265,581.4444306,581.4444306,581.4444306
3/29/2019 20:00,176498,559.9747858,559.9747858,559.9747858
3/29/2019 21:00,159731,506.7781647,506.7781647,506.7781647
3/29/2019 22:00,131058,415.8074056,415.8074056,415.8074056
3/29/2019 23:00,110035,349.1077834,349.1077834,349.1077834
3/30/2019 0:00,100095,317.571169,317.571169,317.571169
3/30/2019 1:00,101879,323.2312615,323.2312615,323.2312615
3/30/2019 2:00,104929,332.9079893,332.9079893,332.9079893
3/30/2019 3:00,111334,353.2291176,353.2291176,353.2291176
3/30/2019 4:00,127782,405.4136482,405.4136482,405.4136482
3/30/2019 5:00,173106,549.2129954,549.2129954,549.2129954
3/30/2019 6:00,205052,650.5679938,650.5679938,650.5679938
3/30/2019 7:00,195531,620.3607397,620.3607397,620.3607397
3/30/2019 8:00,190419,604.1419094,604.1419094,604.1419094
3/30/2019 9:00,184066,583.9857614,583.9857614,583.9857614
3/30/2019 10:00,176089,558.6771524,558.6771524,558.6771524
3/30/2019 11:00,171296,543.4704127,543.4704127,543.4704127
3/30/2019 12:00,166305,527.6354789,527.6354789,527.6354789
3/30/2019 13:00,163091,517.4384287,517.4384287,517.4384287
3/30/2019 14:00,163082,517.4098744,517.4098744,517.4098744
3/30/2019 15:00,164532,522.010286,522.010286,522.010286
3/30/2019 16:00,172289,546.6209015,546.6209015,546.6209015
3/30/2019 17:00,177629,563.5631068,563.5631068,563.5631068
3/30/2019 18:00,178213,565.4159622,565.4159622,565.4159622
3/30/2019 19:00,176146,558.8579962,558.8579962,558.8579962
3/30/2019 20:00,170593,541.2400063,541.2400063,541.2400063
3/30/2019 21:00,155654,493.8430764,493.8430764,493.8430764
3/30/2019 22:00,127006,402.9516348,402.9516348,402.9516348
3/30/2019 23:00,105749,335.5096014,335.5096014,335.5096014
3/31/2019 0:00,100875,320.0458731,320.0458731,320.0458731
3/31/2019 1:00,103688,328.9706716,328.9706716,328.9706716
3/31/2019 2:00,112402,356.6175587,356.6175587,356.6175587
3/31/2019 3:00,132439,420.188901,420.188901,420.188901
3/31/2019 4:00,180271,571.9453739,571.9453739,571.9453739
3/31/2019 5:00,201168,638.2452362,638.2452362,638.2452362
3/31/2019 6:00,190146,603.275763,603.275763,603.275763
3/31/2019 7:00,186515,591.7556979,591.7556979,591.7556979
3/31/2019 8:00,179921,570.8349298,570.8349298,570.8349298
3/31/2019 9:00,172527,547.3760035,547.3760035,547.3760035
3/31/2019 10:00,168194,533.6287047,533.6287047,533.6287047
3/31/2019 11:00,163469,518.6377084,518.6377084,518.6377084
3/31/2019 12:00,161485,512.3430763,512.3430763,512.3430763
3/31/2019 13:00,163938,520.1257036,520.1257036,520.1257036
3/31/2019 14:00,167049,529.9959659,529.9959659,529.9959659
3/31/2019 15:00,173233,549.615928,549.615928,549.615928
3/31/2019 16:00,179966,570.9777011,570.9777011,570.9777011
3/31/2019 17:00,180846,573.7696751,573.7696751,573.7696751
3/31/2019 18:00,178867,567.4909065,567.4909065,567.4909065
3/31/2019 19:00,174065,552.2556124,552.2556124,552.2556124
3/31/2019 20:00,159039,504.5826579,504.5826579,504.5826579
3/31/2019 21:00,128602,408.0152602,408.0152602,408.0152602
3/31/2019 22:00,107444,340.8873238,340.8873238,340.8873238
3/31/2019 23:00,105749,335.5096014,335.5096014,335.5096014
