ts,consumer1,consumer2
2019-02-01 00:25:30,146.0083815,150.8884947
2019-02-01 00:25:40,144.5622459,146.5648908
2019-02-01 00:25:50,141.0173027,139.4319519
2019-02-01 00:26:00,139.6206005,138.0509518
2019-02-01 00:26:10,132.5489809,136.6836295
2019-02-01 00:26:20,155.0811108,161.1185235
2019-02-01 00:26:30,151.5265466,155.5660282
2019-02-01 00:26:40,150.0257546,149.7475508
2019-02-01 00:26:50,154.3059268,165.1418128
2019-02-01 00:27:00,150.0396242,145.9097491
2019-02-01 00:27:10,148.5535584,144.2544224
2019-02-01 00:27:20,145.9286315,153.9471096
2019-02-01 00:27:30,148.6823078,145.8243631
2019-02-01 00:27:40,138.3610185,153.1617544
2019-02-01 00:27:50,136.9906222,151.6447642
2019-02-01 00:28:00,142.4495674,149.2186249
2019-02-01 00:28:10,152.6483642,161.6335326
2019-02-01 00:28:20,151.1364579,147.7197664
2019-02-01 00:28:30,144.4425156,146.4649699
2019-02-01 00:28:40,157.166361,153.2207714
2019-02-01 00:28:50,146.6063426,154.2800559
2019-02-01 00:29:00,139.2451399,140.9992917
2019-02-01 00:29:10,146.5154178,157.7932078
2019-02-01 00:29:20,148.1418092,156.2303424
2019-02-01 00:29:30,140.5497641,154.6829561
2019-02-01 00:29:40,132.5829283,143.9003779
2019-02-01 00:29:50,132.5890518,141.6715626
2019-02-01 00:30:00,131.2758202,140.2683731
2019-02-01 00:30:10,162.7780019,153.48267
2019-02-01 00:30:20,162.7855189,153.4897578
2019-02-01 00:30:30,152.6370197,159.2375973
2019-02-01 00:30:40,151.1252213,151.8872676
2019-02-01 00:30:50,144.9599843,147.6593968
2019-02-01 00:31:00,163.7945462,158.9007997
2019-02-01 00:31:10,160.2239689,157.3269605
2019-02-01 00:31:20,159.6063319,143.5322477
2019-02-01 00:31:30,148.8138006,159.9733698
2019-02-01 00:31:40,152.6517577,149.3455659
2019-02-01 00:31:50,140.5683973,136.4895684
2019-02-01 00:32:00,156.2199244,151.0606267
2019-02-01 00:32:10,156.8603952,157.1220254
2019-02-01 00:32:20,154.0464852,155.5658018
2019-02-01 00:32:30,150.0495907,139.7844027
2019-02-01 00:32:40,154.6940522,143.7352574
2019-02-01 00:32:50,154.0407947,166.6181034
2019-02-01 00:33:00,152.515088,158.8588294
2019-02-01 00:33:10,150.8071494,147.9894238
2019-02-01 00:33:20,152.4299936,144.209731
2019-02-01 00:33:30,150.9202402,142.7813958
2019-02-01 00:33:40,145.997762,140.4845697
2019-02-01 00:33:50,161.2159884,158.5922897
2019-02-01 00:34:00,151.0624679,157.0215004
2019-02-01 00:34:10,142.1543473,143.5047372
2019-02-01 00:34:20,150.0344014,139.8647243
2019-02-01 00:34:30,137.1191028,138.4794227
2019-02-01 00:34:40,135.7609951,137.1078417
2019-02-01 00:34:50,144.5643651,138.2544601
2019-02-01 00:35:00,135.683689,146.276987
2019-02-01 00:35:10,131.3779786,153.4616133
2019-02-01 00:35:20,130.0767333,140.2512911
2019-02-01 00:35:30,131.4385322,139.6671385
2019-02-01 00:35:40,147.9066474,154.4545345
2019-02-01 00:35:50,146.4416915,152.9247243
2019-02-01 00:36:00,133.40398,151.1527343
